user_id,song_id,play_count,title,release,artist_name,year,text
9641,2657,1,Eenie Meenie,Eenie Meenie,Sean Kingston and Justin Bieber,0,Eenie Meenie Eenie Meenie Sean Kingston and Justin Bieber
9641,2672,1,A-Punk (Album),Vampire Weekend,Vampire Weekend,2007,A-Punk (Album) Vampire Weekend Vampire Weekend
9641,2686,1,Vanilla Twilight,Ocean Eyes,Owl City,2009,Vanilla Twilight Ocean Eyes Owl City
9641,2852,1,West One (Shine On Me),The Crack/Grin And Bear It,The Ruts,1980,West One (Shine On Me) The Crack/Grin And Bear It The Ruts
9641,2960,1,Under The Bridge (Album Version),Blood Sugar Sex Magik,Red Hot Chili Peppers,1991,Under The Bridge (Album Version) Blood Sugar Sex Magik Red Hot Chili Peppers
9641,3074,2,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0,Catch You Baby (Steve Pitron & Max Sanna Radio Edit) Catch You Baby Lonnie Gordon
9641,3181,1,Te Amo,Rated R,Rihanna,2009,Te Amo Rated R Rihanna
9641,3253,3,Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto,Rachmaninov_ Piano Concerto No.3/ Saint-Saëns_ Piano Concerto No.2,Emil Gilels/Orchestre de la Société des Concerts du Conservatoire/André Cluytens,0,Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto Rachmaninov_ Piano Concerto No.3/ Saint-Saëns_ Piano Concerto No.2 Emil Gilels/Orchestre de la Société des Concerts du Conservatoire/André Cluytens
9641,3429,1,My Immortal (Album Version),Fallen,Evanescence,2003,My Immortal (Album Version) Fallen Evanescence
9641,4152,1,The Scientist,The Scientist,Coldplay,2002,The Scientist The Scientist Coldplay
9641,4284,4,The Only Exception (Album Version),The Only Exception,Paramore,0,The Only Exception (Album Version) The Only Exception Paramore
9641,4289,2,Do You Remember,In Between Dreams,Jack Johnson,2005,Do You Remember In Between Dreams Jack Johnson
9641,4448,5,Fireflies,Karaoke Monthly Vol. 2 (January 2010),Charttraxx Karaoke,2009,Fireflies Karaoke Monthly Vol. 2 (January 2010) Charttraxx Karaoke
9641,4639,1,Bulletproof,Bulletproof,La Roux,2009,Bulletproof Bulletproof La Roux
9641,4719,1,One Step Closer (Album Version),Hybrid Theory,Linkin Park,2000,One Step Closer (Album Version) Hybrid Theory Linkin Park
9641,4858,2,Behind The Sea [Live In Chicago],Live In Chicago,Panic At The Disco,0,Behind The Sea [Live In Chicago] Live In Chicago Panic At The Disco
9641,4864,2,Sinisten tähtien alla,Tatsum Tisal,J. Karjalainen & Mustat Lasit,0,Sinisten tähtien alla Tatsum Tisal J. Karjalainen & Mustat Lasit
9641,4954,1,The Maestro,Check Your Head,Beastie Boys,1992,The Maestro Check Your Head Beastie Boys
9641,4973,1,One More Time (Short Radio Edit),Musique Vol 1,Daft Punk,2000,One More Time (Short Radio Edit) Musique Vol 1 Daft Punk
9641,5291,1,Bring Me To Life,Fallen,Evanescence,2003,Bring Me To Life Fallen Evanescence
9641,5375,1,I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,2008,I Kissed A Girl One Of The Boys (iTunes Exclusive) Katy Perry
9641,5645,2,Représente,Fat Come Back,Alliance Ethnik,1999,Représente Fat Come Back Alliance Ethnik
9641,5901,1,I Will Follow You into the Dark (Album Version),Plans,Death Cab for Cutie,2005,I Will Follow You into the Dark (Album Version) Plans Death Cab for Cutie
9641,6175,2,Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,2010,Pursuit Of Happiness (nightmare) Pursuit Of Happiness Kid Cudi / MGMT / Ratatat
9641,6201,1,I'm On A Boat,Incredibad,The Lonely Island / T-Pain,2009,I'm On A Boat Incredibad The Lonely Island / T-Pain
9641,6246,2,Canada,The End Is Here,Five Iron Frenzy,0,Canada The End Is Here Five Iron Frenzy
9641,6525,1,The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2007,The Pretender Echoes_ Silence_ Patience & Grace Foo Fighters
9641,6860,1,Mercy:The Laundromat,Westing (By Musket and Sextant),Pavement,1993,Mercy:The Laundromat Westing (By Musket and Sextant) Pavement
9641,7103,1,Alejandro,The Fame Monster,Lady GaGa,2009,Alejandro The Fame Monster Lady GaGa
9641,7343,1,You Belong With Me,Fearless,Taylor Swift,2008,You Belong With Me Fearless Taylor Swift
9641,7452,1,Teach Me How To Dougie,Teach Me How To Dougie,California Swag District,0,Teach Me How To Dougie Teach Me How To Dougie California Swag District
9641,7496,5,The Gift,We Don't Need To Whisper,Angels and Airwaves,2006,The Gift We Don't Need To Whisper Angels and Airwaves
9641,7522,1,Forever,Relapse: Refill,Drake / Kanye West / Lil Wayne / Eminem,0,Forever Relapse: Refill Drake / Kanye West / Lil Wayne / Eminem
9641,7576,1,Perfectly Lonely,Battle Studies,John Mayer,0,Perfectly Lonely Battle Studies John Mayer
9641,7636,1,Skinny Love,For Emma_ Forever Ago,Bon Iver,2007,Skinny Love For Emma_ Forever Ago Bon Iver
9641,7796,4,Love Story,Het Beste Uit De Top 40 - 2009,Taylor Swift,2008,Love Story Het Beste Uit De Top 40 - 2009 Taylor Swift
9641,7881,2,My Boy Builds Coffins,Lungs,Florence + The Machine,2009,My Boy Builds Coffins Lungs Florence + The Machine
9641,7911,2,Heartbreak Warfare,Battle Studies,John Mayer,0,Heartbreak Warfare Battle Studies John Mayer
9641,7913,1,Invalid,Fermi Paradox,Tub Ring,2002,Invalid Fermi Paradox Tub Ring
9641,8019,1,Gears,Gears,Future Rock,0,Gears Gears Future Rock
9641,8029,1,I CAN'T GET STARTED,It's The Time,Ron Carter,0,I CAN'T GET STARTED It's The Time Ron Carter
9641,8034,1,Paper Planes,Decent Work For Decent Pay,M.I.A.,0,Paper Planes Decent Work For Decent Pay M.I.A.
9641,8092,3,OMG,OMG - The Remixes,Usher featuring will.i.am,2010,OMG OMG - The Remixes Usher featuring will.i.am
9641,8138,5,Drop The World,Drop The World,Lil Wayne / Eminem,0,Drop The World Drop The World Lil Wayne / Eminem
9641,8392,1,Aerodynamic (Daft Punk Remix),Daft Club,Daft Punk,2003,Aerodynamic (Daft Punk Remix) Daft Club Daft Punk
9641,8434,1,Howlin For You,Brothers,The Black Keys,2010,Howlin For You Brothers The Black Keys
9641,8481,2,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009,Party In The U.S.A. Party In The U.S.A. Miley Cyrus
9641,8610,1,16 Candles,16 Candles,The Crests,1988,16 Candles 16 Candles The Crests
9641,8612,1,Fix You,X & Y,Coldplay,2005,Fix You X & Y Coldplay
9641,8635,1,Una Confusion,All Access,LU,2006,Una Confusion All Access LU
9641,8814,2,Rock Star,In Search Of...,N.E.R.D.,2002,Rock Star In Search Of... N.E.R.D.
9641,8949,1,Resistance,The Resistance,Muse,0,Resistance The Resistance Muse
9641,9019,1,I Gotta Feeling,Todo Éxitos 2009,Black Eyed Peas,2009,I Gotta Feeling Todo Éxitos 2009 Black Eyed Peas
9641,9139,1,Half Of My Heart,Battle Studies,John Mayer,0,Half Of My Heart Battle Studies John Mayer
9641,9162,1,Electric Feel,The Anthems,MGMT,2007,Electric Feel The Anthems MGMT
9641,9249,1,Everlong,The Colour And The Shape (Special Edition),Foo Fighters,1992,Everlong The Colour And The Shape (Special Edition) Foo Fighters
9641,9931,1,When You Were Young,When You  Were Young,The Killers,2006,When You Were Young When You  Were Young The Killers
5790,97,3,Harder Better Faster Stronger,Discovery,Daft Punk,2007,Harder Better Faster Stronger Discovery Daft Punk
5790,134,2,My Moon My Man,My Moon My Man,Feist,0,My Moon My Man My Moon My Man Feist
5790,1948,1,Monster,The Fame Monster,Lady GaGa,2009,Monster The Fame Monster Lady GaGa
5790,2527,1,Closer,The Downward Spiral,Nine Inch Nails,1994,Closer The Downward Spiral Nine Inch Nails
5790,3207,2,Black,Ten,Pearl Jam,1991,Black Ten Pearl Jam
5790,3770,2,Me & Mr Jones,Me & Mr Jones,Amy Winehouse,2006,Me & Mr Jones Me & Mr Jones Amy Winehouse
5790,4284,1,The Only Exception (Album Version),The Only Exception,Paramore,0,The Only Exception (Album Version) The Only Exception Paramore
5790,4639,3,Bulletproof,Bulletproof,La Roux,2009,Bulletproof Bulletproof La Roux
5790,4761,3,You Know I'm No Good,You Know I'm No Good - GFK Version,Amy Winehouse,2006,You Know I'm No Good You Know I'm No Good - GFK Version Amy Winehouse
5790,5272,3,Sexy Bitch,Club Traxxx Summer Slammin'_ Vol. 3,DJ Dizzy,2009,Sexy Bitch Club Traxxx Summer Slammin'_ Vol. 3 DJ Dizzy
5790,5340,1,Postcards From Italy,The Gulag Orkestar,Beirut,2005,Postcards From Italy The Gulag Orkestar Beirut
5790,6079,1,Smile (Explicit Version),Alright_ Still,Lily Allen,2007,Smile (Explicit Version) Alright_ Still Lily Allen
5790,6448,1,Wild World,Tea For The Tillerman,Cat Stevens,1970,Wild World Tea For The Tillerman Cat Stevens
5790,6525,1,The Pretender,Echoes_ Silence_ Patience & Grace,Foo Fighters,2007,The Pretender Echoes_ Silence_ Patience & Grace Foo Fighters
5790,8092,4,OMG,OMG - The Remixes,Usher featuring will.i.am,2010,OMG OMG - The Remixes Usher featuring will.i.am
5790,8882,1,Every Little Thing She Does Is Magic,Every Breath You Take : The Classics,The Police,1981,Every Little Thing She Does Is Magic Every Breath You Take : The Classics The Police
5790,9543,1,Just Friends,Back To Black,Amy Winehouse,2006,Just Friends Back To Black Amy Winehouse
72614,229,3,Everything In Its Right Place,The Best Of,Radiohead,2000,Everything In Its Right Place The Best Of Radiohead
72614,1765,1,Jigsaw Falling Into Place,In Rainbows,Radiohead,2007,Jigsaw Falling Into Place In Rainbows Radiohead
72614,2926,3,Karma Police,OK Computer (Collector's Edition),Radiohead,1997,Karma Police OK Computer (Collector's Edition) Radiohead
72614,3207,1,Black,Ten,Pearl Jam,1991,Black Ten Pearl Jam
72614,6189,3,Creep (Explicit),Pablo Honey,Radiohead,1993,Creep (Explicit) Pablo Honey Radiohead
72614,7628,3,LDN,LDN,Lily Allen,2006,LDN LDN Lily Allen
72614,7911,3,Heartbreak Warfare,Battle Studies,John Mayer,0,Heartbreak Warfare Battle Studies John Mayer
72614,8094,3,House Of Cards,In Rainbows,Radiohead,2007,House Of Cards In Rainbows Radiohead
72614,8698,2,Whatcha Say,Whatcha Say,Jason Derulo,2009,Whatcha Say Whatcha Say Jason Derulo
72614,9335,2,Weird Fishes/Arpeggi,In Rainbows,Radiohead,2007,Weird Fishes/Arpeggi In Rainbows Radiohead
72614,9702,1,Trouble,Trouble (B-Side),Coldplay,2000,Trouble Trouble (B-Side) Coldplay
60305,352,1,Dog Days Are Over (Radio Edit),Now That's What I Call Music! 75,Florence + The Machine,0,Dog Days Are Over (Radio Edit) Now That's What I Call Music! 75 Florence + The Machine
60305,605,3,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0,Lucky (Album Version) We Sing.  We Dance.  We Steal Things. Jason Mraz & Colbie Caillat
60305,750,1,Constellations,In Between Dreams,Jack Johnson,2005,Constellations In Between Dreams Jack Johnson
60305,1223,1,The Way I Are,Shock Value,Timbaland / Keri Hilson / D.O.E.,2007,The Way I Are Shock Value Timbaland / Keri Hilson / D.O.E.
60305,1281,1,Day 'N' Nite,R&B Yearbook,Kid Cudi Vs Crookers,2008,Day 'N' Nite R&B Yearbook Kid Cudi Vs Crookers
60305,1334,3,Hey_ Soul Sister,Save Me_ San Francisco,Train,0,Hey_ Soul Sister Save Me_ San Francisco Train
60305,1948,3,Monster,The Fame Monster,Lady GaGa,2009,Monster The Fame Monster Lady GaGa
60305,2610,1,Livin' On A Prayer,Cross Road,Bon Jovi,1986,Livin' On A Prayer Cross Road Bon Jovi
60305,2686,2,Vanilla Twilight,Ocean Eyes,Owl City,2009,Vanilla Twilight Ocean Eyes Owl City
60305,2842,3,Superman,The Eminem Show,Eminem / Dina Rae,2003,Superman The Eminem Show Eminem / Dina Rae
60305,2859,1,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009,Kiss With A Fist Wild Child OST Florence + The Machine
60305,3466,1,Starlight,Starlight,Muse,0,Starlight Starlight Muse
60305,3857,1,Breakdown,In Between Dreams,Jack Johnson,2005,Breakdown In Between Dreams Jack Johnson
60305,4152,1,The Scientist,The Scientist,Coldplay,2002,The Scientist The Scientist Coldplay
60305,4377,4,Psychotic Girl,Attack & Release,The Black Keys,2004,Psychotic Girl Attack & Release The Black Keys
60305,4459,2,Frisch und g'sund,Musik mit Herz und Schwung,Die Mooskirchner,0,Frisch und g'sund Musik mit Herz und Schwung Die Mooskirchner
60305,5367,1,Float On,Float On,Modest Mouse,2003,Float On Float On Modest Mouse
60305,5645,2,Représente,Fat Come Back,Alliance Ethnik,1999,Représente Fat Come Back Alliance Ethnik
60305,5978,5,Hailie's Song,The Eminem Show,Eminem,2002,Hailie's Song The Eminem Show Eminem
60305,6175,1,Pursuit Of Happiness (nightmare),Pursuit Of Happiness,Kid Cudi / MGMT / Ratatat,2010,Pursuit Of Happiness (nightmare) Pursuit Of Happiness Kid Cudi / MGMT / Ratatat
60305,6230,3,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0,Billionaire [feat. Bruno Mars]  (Explicit Album Version) Billionaire [feat. Bruno Mars] Travie McCoy
60305,6293,1,Yellow,Yellow,Coldplay,2000,Yellow Yellow Coldplay
60305,7402,2,Moar Ghosts 'n' Stuff,Ghosts 'n' Stuff,Deadmau5,0,Moar Ghosts 'n' Stuff Ghosts 'n' Stuff Deadmau5
60305,7998,3,Nothin' On You [feat. Bruno Mars] (Album Version),Nothin' On You [feat. Bruno Mars],B.o.B,0,Nothin' On You [feat. Bruno Mars] (Album Version) Nothin' On You [feat. Bruno Mars] B.o.B
60305,8034,1,Paper Planes,Decent Work For Decent Pay,M.I.A.,0,Paper Planes Decent Work For Decent Pay M.I.A.
60305,8092,4,OMG,OMG - The Remixes,Usher featuring will.i.am,2010,OMG OMG - The Remixes Usher featuring will.i.am
60305,8481,2,Party In The U.S.A.,Party In The U.S.A.,Miley Cyrus,2009,Party In The U.S.A. Party In The U.S.A. Miley Cyrus
60305,8635,1,Una Confusion,All Access,LU,2006,Una Confusion All Access LU
60305,8762,1,Time To Pretend,Time To Pretend,MGMT,2005,Time To Pretend Time To Pretend MGMT
60305,9386,1,Hero,Greatest Hits,Enrique Iglesias,2001,Hero Greatest Hits Enrique Iglesias
21126,97,1,Harder Better Faster Stronger,Discovery,Daft Punk,2007,Harder Better Faster Stronger Discovery Daft Punk
21126,122,2,Phantom Part 1.5 (Album Version),A Cross The Universe,Justice,0,Phantom Part 1.5 (Album Version) A Cross The Universe Justice
21126,198,4,Rorol,Identification Parade,Octopus Project,2002,Rorol Identification Parade Octopus Project
21126,248,2,Auto-Dub,Skream!,Skream,2006,Auto-Dub Skream! Skream
21126,318,1,Hilarious Movie Of The 90s,Pause,Four Tet,2001,Hilarious Movie Of The 90s Pause Four Tet
21126,693,1,Us V Them,Sound Of Silver,LCD Soundsystem,2007,Us V Them Sound Of Silver LCD Soundsystem
21126,1262,1,Lights & Music,Lights & Music,Cut Copy,2008,Lights & Music Lights & Music Cut Copy
21126,1406,1,Hustler,Hustler,Simian Mobile Disco,2006,Hustler Hustler Simian Mobile Disco
21126,1472,1,Neon Knights,The Looks,MSTRKRFT,2006,Neon Knights The Looks MSTRKRFT
21126,1519,1,Deny Selected,Oi Oi oi,Boys Noize,2007,Deny Selected Oi Oi oi Boys Noize
21126,1571,1,Hold The Ladder,One Ten Hundred Thousand Million,Octopus Project,2005,Hold The Ladder One Ten Hundred Thousand Million Octopus Project
21126,1682,1,Tuxedo Hat,One Ten Hundred Thousand Million,Octopus Project,2005,Tuxedo Hat One Ten Hundred Thousand Million Octopus Project
21126,1936,1,Feel The Love,In Ghost Colours,Cut Copy,2008,Feel The Love In Ghost Colours Cut Copy
21126,2389,1,New York_ I Love You But You're Bringing Me Down,Sound Of Silver,LCD Soundsystem,2007,New York_ I Love You But You're Bringing Me Down Sound Of Silver LCD Soundsystem
21126,3548,1,Easy Love,The Looks,MSTRKRFT,2006,Easy Love The Looks MSTRKRFT
21126,3655,1,All Of The Champs That Ever Lived,One Ten Hundred Thousand Million,Octopus Project,2005,All Of The Champs That Ever Lived One Ten Hundred Thousand Million Octopus Project
21126,4262,2,Oh!,Oi Oi oi REMIXED,Boys Noize,2007,Oh! Oi Oi oi REMIXED Boys Noize
21126,4298,2,On Repeat,LCD Soundsystem,LCD Soundsystem,2005,On Repeat LCD Soundsystem LCD Soundsystem
21126,4724,1,Tortured Soul,Skream!,Skream,2006,Tortured Soul Skream! Skream
21126,5223,1,Get Innocuous!,Sound Of Silver,LCD Soundsystem,2007,Get Innocuous! Sound Of Silver LCD Soundsystem
21126,5248,1,Someone Great,Someone Great,LCD Soundsystem,2007,Someone Great Someone Great LCD Soundsystem
21126,5287,3,Frenchys,LP,Holy Fuck,2007,Frenchys LP Holy Fuck
21126,5345,2,Colourful,Skins,Skream,2006,Colourful Skins Skream
21126,6103,1,DVNO,Justice,Justice,0,DVNO Justice Justice
21126,6232,2,& Down,Oi Oi oi REMIXED,Boys Noize,2007,& Down Oi Oi oi REMIXED Boys Noize
21126,6825,1,Stagger,Skream!,Skream,2006,Stagger Skream! Skream
21126,7210,2,Fancy Footwork,Fancy Footwork,Chromeo,2007,Fancy Footwork Fancy Footwork Chromeo
21126,7469,2,Six Feet Up,One Ten Hundred Thousand Million,Octopus Project,2005,Six Feet Up One Ten Hundred Thousand Million Octopus Project
21126,7509,1,Shine Shine,Oi Oi oi REMIXED,Boys Noize,2007,Shine Shine Oi Oi oi REMIXED Boys Noize
21126,7688,2,What They Found,Identification Parade,Octopus Project,2002,What They Found Identification Parade Octopus Project
21126,8265,1,Malaria Codes,One Ten Hundred Thousand Million,Octopus Project,2005,Malaria Codes One Ten Hundred Thousand Million Octopus Project
21126,8299,1,I GOT THIS DOWN,SAMPLE AND HOLD: Attack Decay Sustain Release REMIXED,Simian Mobile Disco,2007,I GOT THIS DOWN SAMPLE AND HOLD: Attack Decay Sustain Release REMIXED Simian Mobile Disco
21126,8304,5,The Way Things Go,Identification Parade,Octopus Project,2002,The Way Things Go Identification Parade Octopus Project
21126,8624,1,Hearts On Fire,Hearts On Fire,Cut Copy,2007,Hearts On Fire Hearts On Fire Cut Copy
21126,8656,2,Strangers In The Wind,In Ghost Colours,Cut Copy,2008,Strangers In The Wind In Ghost Colours Cut Copy
21126,8702,3,Street Justice,The Looks,MSTRKRFT,2006,Street Justice The Looks MSTRKRFT
21126,9292,1,Lovely Allen,LP,Holy Fuck,2007,Lovely Allen LP Holy Fuck
21126,9447,1,Bonafied Lovin (Radio Edit),Bonafied Lovin,Chromeo,0,Bonafied Lovin (Radio Edit) Bonafied Lovin Chromeo
21126,9476,1,Don´t Believe The Hype,Oi Oi oi,Boys Noize,2007,Don´t Believe The Hype Oi Oi oi Boys Noize
21126,9960,1,Disco Infiltrator (FK's Infiltrated Vocal),Introns,LCD Soundsystem,2005,Disco Infiltrator (FK's Infiltrated Vocal) Introns LCD Soundsystem
2115,194,3,Don't Cry (Original),Greatest Hits,Guns N' Roses,1991,Don't Cry (Original) Greatest Hits Guns N' Roses
2115,317,5,Undo,Vespertine Live,Björk,2001,Undo Vespertine Live Björk
2115,614,5,You're The One,If There Was A Way,Dwight Yoakam,1990,You're The One If There Was A Way Dwight Yoakam
2115,750,3,Constellations,In Between Dreams,Jack Johnson,2005,Constellations In Between Dreams Jack Johnson
2115,1257,4,Come As You Are,Nirvana,Nirvana,0,Come As You Are Nirvana Nirvana
2115,2869,3,Taylor,On And On,Jack Johnson,2003,Taylor On And On Jack Johnson
2115,3857,4,Breakdown,In Between Dreams,Jack Johnson,2005,Breakdown In Between Dreams Jack Johnson
2115,4289,3,Do You Remember,In Between Dreams,Jack Johnson,2005,Do You Remember In Between Dreams Jack Johnson
2115,5272,2,Sexy Bitch,Club Traxxx Summer Slammin'_ Vol. 3,DJ Dizzy,2009,Sexy Bitch Club Traxxx Summer Slammin'_ Vol. 3 DJ Dizzy
2115,5273,3,Rianna,The Update Collection Vol. 2,Fisher,0,Rianna The Update Collection Vol. 2 Fisher
2115,6451,5,Paradise City,Greatest Hits,Guns N' Roses,1987,Paradise City Greatest Hits Guns N' Roses
2115,7416,5,Revelry,Only By The Night,Kings Of Leon,2008,Revelry Only By The Night Kings Of Leon
54381,1674,1,I Need A Dollar,I Need A Dollar,Aloe Blacc,2010,I Need A Dollar I Need A Dollar Aloe Blacc
54381,2115,5,Tive Sim,Nova Bis-Cartola,Cartola,1974,Tive Sim Nova Bis-Cartola Cartola
54381,2869,1,Taylor,On And On,Jack Johnson,2003,Taylor On And On Jack Johnson
54381,3220,1,Through The Wire,Through The Wire,Kanye West,2003,Through The Wire Through The Wire Kanye West
54381,3466,3,Starlight,Starlight,Muse,0,Starlight Starlight Muse
54381,4366,1,Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version),Kamikaze,Twista feat. Kayne West & Jamie Foxx,2004,Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version) Kamikaze Twista feat. Kayne West & Jamie Foxx
54381,5193,1,Goodnight Bad Morning,Midnight Boom,The Kills,2008,Goodnight Bad Morning Midnight Boom The Kills
54381,5210,2,There Goes My Baby,Raymond v Raymond,Usher,2010,There Goes My Baby Raymond v Raymond Usher
54381,6587,1,Superstar (featuring Matthew Santos) (Album Version),Lupe Fiasco's The Cool,Lupe Fiasco featuring Matt Santos,0,Superstar (featuring Matthew Santos) (Album Version) Lupe Fiasco's The Cool Lupe Fiasco featuring Matt Santos
54381,8034,1,Paper Planes,Decent Work For Decent Pay,M.I.A.,0,Paper Planes Decent Work For Decent Pay M.I.A.
66079,396,2,Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,2009,Imma Be THE E.N.D. (THE ENERGY NEVER DIES) Black Eyed Peas
66079,462,1,Baby Boy [feat. Beyonce],Dutty Rock,Sean Paul,0,Baby Boy [feat. Beyonce] Dutty Rock Sean Paul
66079,1044,4,Campus (Album),Vampire Weekend,Vampire Weekend,2007,Campus (Album) Vampire Weekend Vampire Weekend
66079,1659,1,Crazy In Love,Dangerously In Love,Beyoncé feat. Jay-Z,2003,Crazy In Love Dangerously In Love Beyoncé feat. Jay-Z
66079,2019,5,Oxford Comma (Album),Vampire Weekend,Vampire Weekend,2007,Oxford Comma (Album) Vampire Weekend Vampire Weekend
66079,2091,2,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008,Just Dance Just Dance Lady GaGa / Colby O'Donis
66079,3074,2,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0,Catch You Baby (Steve Pitron & Max Sanna Radio Edit) Catch You Baby Lonnie Gordon
66079,4949,2,Horchata,Contra,Vampire Weekend,2009,Horchata Contra Vampire Weekend
66079,6798,1,Cousins,Contra,Vampire Weekend,2009,Cousins Contra Vampire Weekend
66079,7103,2,Alejandro,The Fame Monster,Lady GaGa,2009,Alejandro The Fame Monster Lady GaGa
66079,7321,2,Bubble Toes,Brushfire Fairytales,Jack Johnson,2000,Bubble Toes Brushfire Fairytales Jack Johnson
66079,9160,2,Sala De Recepção,O Mundo E Um Moinho,Cartola,1976,Sala De Recepção O Mundo E Um Moinho Cartola
66079,9678,5,Cheryl Tweedy,Alright_ Still (Deluxe),Lily Allen,2006,Cheryl Tweedy Alright_ Still (Deluxe) Lily Allen
37525,93,2,I'm Still Breathing,One Of The Boys (iTunes Exclusive),Katy Perry,2008,I'm Still Breathing One Of The Boys (iTunes Exclusive) Katy Perry
37525,549,1,I Stand Corrected (Album),Vampire Weekend,Vampire Weekend,2007,I Stand Corrected (Album) Vampire Weekend Vampire Weekend
37525,614,2,You're The One,If There Was A Way,Dwight Yoakam,1990,You're The One If There Was A Way Dwight Yoakam
37525,809,2,Don't Leave Me,The All-American Rejects,The All-American Rejects,2001,Don't Leave Me The All-American Rejects The All-American Rejects
37525,1223,1,The Way I Are,Shock Value,Timbaland / Keri Hilson / D.O.E.,2007,The Way I Are Shock Value Timbaland / Keri Hilson / D.O.E.
37525,1334,1,Hey_ Soul Sister,Save Me_ San Francisco,Train,0,Hey_ Soul Sister Save Me_ San Francisco Train
37525,1536,1,Paper Gangsta,The Fame Monster,Lady GaGa,2008,Paper Gangsta The Fame Monster Lady GaGa
37525,1664,1,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile) Mozart - Eine kleine Nachtmusik Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner
37525,1907,1,Strawberry Swing,Viva La Vida - Prospekt's March Edition,Coldplay,2008,Strawberry Swing Viva La Vida - Prospekt's March Edition Coldplay
37525,2217,1,One Of The Boys,One Of The Boys,Katy Perry,2008,One Of The Boys One Of The Boys Katy Perry
37525,2220,3,Sehr kosmisch,Musik von Harmonia,Harmonia,0,Sehr kosmisch Musik von Harmonia Harmonia
37525,2442,1,Molly's Chambers,Holy Roller Novocaine EP,Kings Of Leon,2003,Molly's Chambers Holy Roller Novocaine EP Kings Of Leon
37525,2672,1,A-Punk (Album),Vampire Weekend,Vampire Weekend,2007,A-Punk (Album) Vampire Weekend Vampire Weekend
37525,2852,2,West One (Shine On Me),The Crack/Grin And Bear It,The Ruts,1980,West One (Shine On Me) The Crack/Grin And Bear It The Ruts
37525,2859,1,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009,Kiss With A Fist Wild Child OST Florence + The Machine
37525,3076,2,Crazy,Get A Grip,Aerosmith,1993,Crazy Get A Grip Aerosmith
37525,3346,1,I'm Not Calling You A Liar,Lungs,Florence + The Machine,2009,I'm Not Calling You A Liar Lungs Florence + The Machine
37525,3356,1,Around The World (Radio Edit),Musique Vol 1,Daft Punk,1996,Around The World (Radio Edit) Musique Vol 1 Daft Punk
37525,3534,1,Who Let You Go?,Sawdust,The Killers,2007,Who Let You Go? Sawdust The Killers
37525,4301,1,Everywhere I Go,Swan Songs,Hollywood Undead,2008,Everywhere I Go Swan Songs Hollywood Undead
37525,4564,4,Lost,One Of The Boys,Katy Perry,2007,Lost One Of The Boys Katy Perry
37525,4639,1,Bulletproof,Bulletproof,La Roux,2009,Bulletproof Bulletproof La Roux
37525,5375,1,I Kissed A Girl,One Of The Boys (iTunes Exclusive),Katy Perry,2008,I Kissed A Girl One Of The Boys (iTunes Exclusive) Katy Perry
37525,5607,1,Between Two Lungs,Lungs,Florence + The Machine,2009,Between Two Lungs Lungs Florence + The Machine
37525,5650,1,LoveStoned/I Think She Knows,LoveStoned / I Think She Knows,Justin Timberlake,2007,LoveStoned/I Think She Knows LoveStoned / I Think She Knows Justin Timberlake
37525,5879,1,Rabbit Heart (Raise It Up),Rabbit Heart EP,Florence + The Machine,2009,Rabbit Heart (Raise It Up) Rabbit Heart EP Florence + The Machine
37525,5916,1,Cape Cod Kwassa Kwassa (Album),Vampire Weekend,Vampire Weekend,2007,Cape Cod Kwassa Kwassa (Album) Vampire Weekend Vampire Weekend
37525,5943,2,You've Got The Love,Lungs,Florence + The Machine,2009,You've Got The Love Lungs Florence + The Machine
37525,6042,1,The Runner,Because Of The Times,Kings Of Leon,2007,The Runner Because Of The Times Kings Of Leon
37525,6121,1,In Person,Doll Domination 3.0,The Pussycat Dolls,2008,In Person Doll Domination 3.0 The Pussycat Dolls
37525,6293,3,Yellow,Yellow,Coldplay,2000,Yellow Yellow Coldplay
